AssessmentID,CandidateID,EventDate,Caption,Assessment_Type,Assessment_Duration,Vendor,Outcome,Overall_Score,Detail_URL,Cost
Assessment-5531,Candidate-179389,2017-08-21,Select International - Weston Menard - HR:Campus HR Services Coordinator - North America : Requisition-8,Strengths Inventory,84,Select International,Success,124.60743817505956,https://www.selectinternational.com/id?Candidate-179389,20.0
Assessment-5532,Candidate-179383,2017-08-21,Select International - Keita Hubbard - IT:Campus Desktop Applications Specialist - EMEA : Requisition-11,PPQ,12,Select International,Success,109.12191339214682,https://www.selectinternational.com/id?Candidate-179383,20.0
Assessment-5533,Candidate-179378,2017-08-21,CEG - Donnie Matthews - Operations:Campus Product Development Specialist - South America : Requisition-16,Project Manager Assessment,24,CEG,Success,79.98182898657106,https://www.corpedgroup.com/id=?Candidate-179378,100.0
Assessment-5534,Candidate-179378,2017-08-21,Select International - Donnie Matthews - Operations:Campus Product Development Specialist - South America : Requisition-16,PPQ,24,Select International,Success,60.0,https://use.plum.io/assessments?Candidate-179378,20.0
Assessment-5535,Candidate-179378,2017-08-21,Select International - Donnie Matthews - Operations:Campus Product Development Specialist - South America : Requisition-16,Strengths Inventory,36,Select International,Success,109.0138569196749,https://www.selectinternational.com/id?Candidate-179378,20.0
Assessment-5536,Candidate-179374,2017-08-21,Select International - Arlene Harry - Sales:Hire Sales Operations Specialist - North America : Requisition-915,PPQ,84,Select International,Success,112.23891661261092,https://bluesphere.Select International.com/behaviour/id?Candidate-179374,20.0
Assessment-5537,Candidate-179374,2017-08-21,Select International - Arlene Harry - Sales:Hire Sales Operations Specialist - North America : Requisition-915,Strengths Inventory,72,Select International,Success,111.47932238511265,https://www.selectinternational.com/id?Candidate-179374,20.0
Assessment-5538,Candidate-179368,2017-08-21,Select International - Emmalyn Mcconnell - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-179368,20.0
Assessment-5539,Candidate-179367,2017-08-21,Select International - Muneyuki Washburn - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Success,65.44915049057106,https://bluesphere.Select International.com/behaviour/id?Candidate-179367,20.0
Assessment-5540,Candidate-179354,2017-08-21,Select International - Mercedes Larson - Finance:Hire Financial Analyst - North America : Requisition-1104,PPQ,12,Select International,Fail,4.205533304647524,https://bluesphere.Select International.com/behaviour/id?Candidate-179354,20.0
Assessment-5541,Candidate-179348,2017-08-21,Select International - Hassan Rodgers - Marketing:Hire Marketing Specialist - North America : Requisition-1112,PPQ,36,Select International,Success,90.11410353212156,https://www.selectinternational.com/id?Candidate-179348,20.0
Assessment-5542,Candidate-179348,2017-08-21,Select Intenational - Hassan Rodgers - Marketing:Hire Marketing Specialist - North America : Requisition-1112,Strengths Inventory,48,Select Intenational,Success,65.29527995266518,https://www.selectinternational.com/id?Candidate-179348,20.0
Assessment-5543,Candidate-179346,2017-08-21,Optimize Hire - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Motivation Test,60,Optimize Hire,Success,84.76972754308994,https://optimizehire.com/id=?Candidate-179346,40.0
Assessment-5544,Candidate-179346,2017-08-21,Optimize Hire - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Personality test,24,Optimize Hire,Success,60.0,https://optimizehire.com/id=?Candidate-179346,40.0
Assessment-5545,Candidate-179346,2017-08-21,Optimize Hire - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Cognitive Ability Test,12,Optimize Hire,Success,107.36127450017321,https://optimizehire.com/id=?Candidate-179346,60.0
Assessment-5546,Candidate-179346,2017-08-21,Select International - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,PPQ,36,Select International,Success,83.35819143589082,https://bluesphere.Select International.com/behaviour/id?Candidate-179346,20.0
Assessment-5547,Candidate-179346,2017-08-21,Select International - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,PPQ,72,Select International,Success,83.7755590497095,https://bluesphere.cultureamp.com/?Candidate-179346,20.0
Assessment-5548,Candidate-179346,2017-08-21,Select International - Knox Beckham - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Strengths Inventory,24,Select International,Success,62.205608564911536,https://www.selectinternational.com/id?Candidate-179346,20.0
Assessment-5549,Candidate-179335,2017-08-21,Select International - Mary Ortiz - IT:Hire IT Project Analyst - North America : Requisition-1130,PPQ,12,Select International,Success,78.3855811164506,https://www.selectinternational.com/id?Candidate-179335,20.0
Assessment-5550,Candidate-3056,2017-08-21,CEG - Kate Rosales - Operations:Hire Maintenance Engineer - South America : Requisition-1133,Project Manager Assessment,24,CEG,Fail,25.640152120479897,https://www.corpedgroup.com/id=?Candidate-3056,100.0
Assessment-5551,Candidate-3056,2017-08-21,Select International - Kate Rosales - Operations:Hire Maintenance Engineer - South America : Requisition-1133,PPQ,24,Select International,Fail,42.628769244121884,https://use.plum.io/assessments?Candidate-3056,20.0
Assessment-5552,Candidate-3056,2017-08-21,Select International - Kate Rosales - Operations:Hire Maintenance Engineer - South America : Requisition-1133,Strengths Inventory,36,Select International,Fail,3.90168480291587,https://www.selectinternational.com/id?Candidate-3056,20.0
Assessment-5553,Candidate-179329,2017-08-21,CEG - Gabriel Maas - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Project Manager Assessment,24,CEG,Success,67.96706492824816,https://www.corpedgroup.com/id=?Candidate-179329,100.0
Assessment-5554,Candidate-179329,2017-08-21,Select International - Gabriel Maas - Operations:Hire Maintenance Engineer - North America : Requisition-1135,PPQ,24,Select International,Success,70.1969510682472,https://use.plum.io/assessments?Candidate-179329,20.0
Assessment-5555,Candidate-179329,2017-08-21,Select International - Gabriel Maas - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Strengths Inventory,36,Select International,Success,102.93187919966698,https://www.selectinternational.com/id?Candidate-179329,20.0
Assessment-5556,Candidate-62634,2017-08-21,CEG - Mckayla Williamson - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Project Manager Assessment,24,CEG,Success,86.18012334072428,https://www.corpedgroup.com/id=?Candidate-62634,100.0
Assessment-5557,Candidate-62634,2017-08-21,Select International - Mckayla Williamson - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,PPQ,24,Select International,Success,97.70819363549484,https://use.plum.io/assessments?Candidate-62634,20.0
Assessment-5558,Candidate-62634,2017-08-21,Select International - Mckayla Williamson - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Strengths Inventory,36,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-62634,20.0
Assessment-5559,Candidate-179311,2017-08-21,Select International - Caden Partridge - IT:Hire Information Security Specialist - North America : Requisition-1167,PPQ,12,Select International,Success,103.68803734018647,https://www.selectinternational.com/id?Candidate-179311,20.0
Assessment-5560,Candidate-179307,2017-08-21,Select International - Alejandro Monroe - Marketing:Hire Senior Marketing Specialist - North America : Requisition-1171,PPQ,36,Select International,Success,63.42350606561344,https://www.selectinternational.com/id?Candidate-179307,20.0
Assessment-5561,Candidate-179307,2017-08-21,Select Intenational - Alejandro Monroe - Marketing:Hire Senior Marketing Specialist - North America : Requisition-1171,Strengths Inventory,48,Select Intenational,Success,96.16775943966493,https://www.selectinternational.com/id?Candidate-179307,20.0
Assessment-5562,Candidate-167055,2017-08-21,Select International - Santiago Snow - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,PPQ,12,Select International,Success,96.93961020637866,https://www.selectinternational.com/id?Candidate-167055,20.0
Assessment-5563,Candidate-179279,2017-08-21,Select International - Ariel Bentley - IT:Hire IT Infrastructure Specialist - North America : Requisition-1201,PPQ,12,Select International,Fail,0.0,https://www.selectinternational.com/id?Candidate-179279,20.0
Assessment-5564,Candidate-6102,2017-08-21,Select International - Manuel Bradley - IT:Hire IT Infrastructure Specialist - North America : Requisition-1201,PPQ,12,Select International,Success,107.80419790939911,https://www.selectinternational.com/id?Candidate-6102,20.0
Assessment-5565,Candidate-179271,2017-08-21,Select International - April Scott - Finance:Hire Financial Analyst - EMEA : Requisition-1208,PPQ,12,Select International,Success,105.67175152769931,https://bluesphere.Select International.com/behaviour/id?Candidate-179271,20.0
Assessment-5566,Candidate-179265,2017-08-21,CEG - Mahala Mccann - Operations:Hire Software Developer - North America : Requisition-1211,Project Manager Assessment,24,CEG,Success,73.35261817428508,https://www.corpedgroup.com/id=?Candidate-179265,100.0
Assessment-5567,Candidate-179265,2017-08-21,Select International - Mahala Mccann - Operations:Hire Software Developer - North America : Requisition-1211,PPQ,24,Select International,Success,77.53722111442059,https://use.plum.io/assessments?Candidate-179265,20.0
Assessment-5568,Candidate-179265,2017-08-21,Select International - Mahala Mccann - Operations:Hire Software Developer - North America : Requisition-1211,Strengths Inventory,36,Select International,Success,71.5113575737622,https://www.selectinternational.com/id?Candidate-179265,20.0
Assessment-5569,Candidate-131746,2017-08-21,CEG - Aric Nash - Operations:Hire Plant Supervisor - North America : Requisition-1222,Project Manager Assessment,24,CEG,Success,88.20107593869847,https://www.corpedgroup.com/id=?Candidate-131746,100.0
Assessment-5570,Candidate-131746,2017-08-21,Select International - Aric Nash - Operations:Hire Plant Supervisor - North America : Requisition-1222,PPQ,24,Select International,Success,107.39003385473151,https://use.plum.io/assessments?Candidate-131746,20.0
Assessment-5571,Candidate-131746,2017-08-21,Select International - Aric Nash - Operations:Hire Plant Supervisor - North America : Requisition-1222,Strengths Inventory,36,Select International,Success,72.96507683799923,https://www.selectinternational.com/id?Candidate-131746,20.0
Assessment-5572,Candidate-89059,2017-08-21,Select International - Juanita Mathis - Finance:Hire Financial Analyst - APAC : Requisition-1230,PPQ,12,Select International,Success,70.09884150101817,https://bluesphere.Select International.com/behaviour/id?Candidate-89059,20.0
Assessment-5573,Candidate-179252,2017-08-21,Select International - Amanda Conner - Finance:Hire Financial Analyst - APAC : Requisition-1230,PPQ,12,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-179252,20.0
Assessment-5574,Candidate-179242,2017-08-21,Select International - Lillith Perron - Finance:Campus Finance Coordinator - EMEA : Requisition-7,PPQ,12,Select International,Success,69.85250373956693,https://bluesphere.Select International.com/behaviour/id?Candidate-179242,20.0
Assessment-5575,Candidate-179236,2017-08-21,Select International - Ivan Dick - Marketing:Campus Marketing Coordinator - North America : Requisition-12,PPQ,36,Select International,Fail,24.583452082239166,https://www.selectinternational.com/id?Candidate-179236,20.0
Assessment-5576,Candidate-179236,2017-08-21,Select Intenational - Ivan Dick - Marketing:Campus Marketing Coordinator - North America : Requisition-12,Strengths Inventory,48,Select Intenational,Fail,78.27510841277143,https://www.selectinternational.com/id?Candidate-179236,20.0
Assessment-5577,Candidate-179217,2017-08-21,CEG - Romeo Krueger - Operations:Hire Plant Supervisor - North America : Requisition-1008,Project Manager Assessment,24,CEG,Success,65.58535993728796,https://www.corpedgroup.com/id=?Candidate-179217,100.0
Assessment-5578,Candidate-179217,2017-08-21,Select International - Romeo Krueger - Operations:Hire Plant Supervisor - North America : Requisition-1008,PPQ,24,Select International,Success,70.76226597890215,https://use.plum.io/assessments?Candidate-179217,20.0
Assessment-5579,Candidate-179217,2017-08-21,Select International - Romeo Krueger - Operations:Hire Plant Supervisor - North America : Requisition-1008,Strengths Inventory,36,Select International,Success,73.0997174886517,https://www.selectinternational.com/id?Candidate-179217,20.0
Assessment-5580,Candidate-179215,2017-08-21,CEG - Julissa Moreno - Operations:Hire Plant Supervisor - North America : Requisition-1008,Project Manager Assessment,24,CEG,Fail,83.72266370809317,https://www.corpedgroup.com/id=?Candidate-179215,100.0
Assessment-5581,Candidate-179215,2017-08-21,Select International - Julissa Moreno - Operations:Hire Plant Supervisor - North America : Requisition-1008,PPQ,24,Select International,Fail,2.766049391625998,https://use.plum.io/assessments?Candidate-179215,20.0
Assessment-5582,Candidate-179215,2017-08-21,Select International - Julissa Moreno - Operations:Hire Plant Supervisor - North America : Requisition-1008,Strengths Inventory,36,Select International,Fail,6.770299804207429,https://www.selectinternational.com/id?Candidate-179215,20.0
Assessment-5583,Candidate-179214,2017-08-21,Select International - Ward Thrash - Finance:Hire Financial Analyst - North America : Requisition-1039,PPQ,12,Select International,Success,77.2925149780115,https://bluesphere.Select International.com/behaviour/id?Candidate-179214,20.0
Assessment-5584,Candidate-179198,2017-08-21,CEG - Alanna Reese - Operations:Hire Plant Supervisor - APAC : Requisition-1107,Project Manager Assessment,24,CEG,Success,70.43435478864083,https://www.corpedgroup.com/id=?Candidate-179198,100.0
Assessment-5585,Candidate-179198,2017-08-21,Select International - Alanna Reese - Operations:Hire Plant Supervisor - APAC : Requisition-1107,PPQ,24,Select International,Success,82.39832957742597,https://use.plum.io/assessments?Candidate-179198,20.0
Assessment-5586,Candidate-179198,2017-08-21,Select International - Alanna Reese - Operations:Hire Plant Supervisor - APAC : Requisition-1107,Strengths Inventory,36,Select International,Success,116.60149344577789,https://www.selectinternational.com/id?Candidate-179198,20.0
Assessment-5587,Candidate-179192,2017-08-21,Optimize Hire - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Motivation Test,60,Optimize Hire,Success,94.3846344842385,https://optimizehire.com/id=?Candidate-179192,40.0
Assessment-5588,Candidate-179192,2017-08-21,Optimize Hire - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Personality test,24,Optimize Hire,Success,70.56016022600303,https://optimizehire.com/id=?Candidate-179192,40.0
Assessment-5589,Candidate-179192,2017-08-21,Optimize Hire - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Cognitive Ability Test,12,Optimize Hire,Success,60.0,https://optimizehire.com/id=?Candidate-179192,60.0
Assessment-5590,Candidate-179192,2017-08-21,Select International - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,PPQ,36,Select International,Success,62.79070162185498,https://bluesphere.Select International.com/behaviour/id?Candidate-179192,20.0
Assessment-5591,Candidate-179192,2017-08-21,Select International - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,PPQ,72,Select International,Success,121.77922633937696,https://bluesphere.cultureamp.com/?Candidate-179192,20.0
Assessment-5592,Candidate-179192,2017-08-21,Select International - Steven Perkins - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,Strengths Inventory,24,Select International,Success,77.7531957409895,https://www.selectinternational.com/id?Candidate-179192,20.0
Assessment-5593,Candidate-109979,2017-08-21,Select International - Robby Miles - IT:Hire Information Security Specialist - North America : Requisition-1124,PPQ,12,Select International,Success,67.29957378029746,https://www.selectinternational.com/id?Candidate-109979,20.0
Assessment-5594,Candidate-179186,2017-08-21,Select International - Jorja Hubbard - IT:Hire IT Project Analyst - North America : Requisition-1130,PPQ,12,Select International,Fail,22.373602171632243,https://www.selectinternational.com/id?Candidate-179186,20.0
Assessment-5595,Candidate-179180,2017-08-21,Select International - Nicolas Gil - Finance:Hire Senior Accountant - North America : Requisition-1136,PPQ,12,Select International,Success,92.53600812962934,https://bluesphere.Select International.com/behaviour/id?Candidate-179180,20.0
Assessment-5596,Candidate-49028,2017-08-21,Select International - Kiersten Barr - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,PPQ,36,Select International,Success,81.76636608142812,https://www.selectinternational.com/id?Candidate-49028,20.0
Assessment-5597,Candidate-49028,2017-08-21,Select Intenational - Kiersten Barr - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,Strengths Inventory,48,Select Intenational,Success,101.22197149647458,https://www.selectinternational.com/id?Candidate-49028,20.0
Assessment-5598,Candidate-179172,2017-08-21,Select International - Quintrell Braun - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,PPQ,12,Select International,Fail,34.90701751848212,https://www.selectinternational.com/id?Candidate-179172,20.0
Assessment-5599,Candidate-179171,2017-08-21,Select International - Jerome Coward - IT:Hire IT Project Analyst - North America : Requisition-1146,PPQ,12,Select International,Fail,42.272760349602486,https://www.selectinternational.com/id?Candidate-179171,20.0
Assessment-5600,Candidate-86358,2017-08-21,Select International - Caitlyn Kauffman - IT:Hire IT Project Analyst - North America : Requisition-1147,PPQ,12,Select International,Success,83.64005930987702,https://www.selectinternational.com/id?Candidate-86358,20.0
Assessment-5601,Candidate-110579,2017-08-21,Select International - Fernanda Mena - IT:Hire IT Project Analyst - North America : Requisition-1147,PPQ,12,Select International,Success,80.89626264016724,https://www.selectinternational.com/id?Candidate-110579,20.0
Assessment-5602,Candidate-179159,2017-08-21,Select International - Lorcan Baquero - Finance:Hire Accountant - A/R - North America : Requisition-1157,PPQ,12,Select International,Fail,0.0,https://bluesphere.Select International.com/behaviour/id?Candidate-179159,20.0
Assessment-5603,Candidate-179150,2017-08-21,Select International - Sunny Frederick - IT:Hire Information Security Specialist - North America : Requisition-1166,PPQ,12,Select International,Fail,56.54741365595938,https://www.selectinternational.com/id?Candidate-179150,20.0
Assessment-5604,Candidate-179143,2017-08-21,Select International - Natalia Stevens - IT:Hire Information Security Specialist - North America : Requisition-1175,PPQ,12,Select International,Success,90.49548989382987,https://www.selectinternational.com/id?Candidate-179143,20.0
Assessment-5605,Candidate-179120,2017-08-21,CEG - Addison Boyd - Operations:Hire Plant Supervisor - North America : Requisition-1212,Project Manager Assessment,24,CEG,Success,60.0,https://www.corpedgroup.com/id=?Candidate-179120,100.0
Assessment-5606,Candidate-179120,2017-08-21,Select International - Addison Boyd - Operations:Hire Plant Supervisor - North America : Requisition-1212,PPQ,24,Select International,Success,60.0,https://use.plum.io/assessments?Candidate-179120,20.0
Assessment-5607,Candidate-179120,2017-08-21,Select International - Addison Boyd - Operations:Hire Plant Supervisor - North America : Requisition-1212,Strengths Inventory,36,Select International,Success,63.16633098689167,https://www.selectinternational.com/id?Candidate-179120,20.0
Assessment-5608,Candidate-179117,2017-08-21,Select International - Myra Blanco - Finance:Hire Financial Analyst - North America : Requisition-1213,PPQ,12,Select International,Fail,47.217864997877115,https://bluesphere.Select International.com/behaviour/id?Candidate-179117,20.0
Assessment-5609,Candidate-93714,2017-08-21,Select International - Kenneth Carpenter - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1224,PPQ,12,Select International,Success,79.95372040807386,https://www.selectinternational.com/id?Candidate-93714,20.0
Assessment-5610,Candidate-179110,2017-08-21,Select International - Larissa Levine - Finance:Campus Finance Coordinator - EMEA : Requisition-7,PPQ,12,Select International,Success,110.43593250517286,https://bluesphere.Select International.com/behaviour/id?Candidate-179110,20.0
Assessment-5611,Candidate-179109,2017-08-21,Select International - Walter Ball - HR:Campus HR Services Coordinator - North America : Requisition-8,PPQ,24,Select International,Success,79.40450905714985,https://bluesphere.cultureamp.com/?Candidate-179109,20.0
Assessment-5612,Candidate-179109,2017-08-21,Select International - Walter Ball - HR:Campus HR Services Coordinator - North America : Requisition-8,Strengths Inventory,84,Select International,Success,62.47253687443129,https://www.selectinternational.com/id?Candidate-179109,20.0
Assessment-5613,Candidate-179100,2017-08-21,Select International - Yu Kirby - Marketing:Campus Marketing Specialist - North America : Requisition-13,PPQ,36,Select International,Success,75.09000952850944,https://www.selectinternational.com/id?Candidate-179100,20.0
Assessment-5614,Candidate-179100,2017-08-21,Select Intenational - Yu Kirby - Marketing:Campus Marketing Specialist - North America : Requisition-13,Strengths Inventory,48,Select Intenational,Success,60.0,https://www.selectinternational.com/id?Candidate-179100,20.0
Assessment-5615,Candidate-179067,2017-08-21,Select International - Sophia Zavala - IT:Hire Information Security Specialist - North America : Requisition-1103,PPQ,12,Select International,Success,119.54664675700133,https://www.selectinternational.com/id?Candidate-179067,20.0
Assessment-5616,Candidate-179047,2017-08-21,Select International - Rachelle Wilson - Finance:Hire Senior Accountant - North America : Requisition-1136,PPQ,12,Select International,Fail,31.942575239365368,https://bluesphere.Select International.com/behaviour/id?Candidate-179047,20.0
Assessment-5617,Candidate-179045,2017-08-21,Optimize Hire - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,Motivation Test,60,Optimize Hire,Success,89.6738555676535,https://optimizehire.com/id=?Candidate-179045,40.0
Assessment-5618,Candidate-179045,2017-08-21,Optimize Hire - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,Personality test,24,Optimize Hire,Success,101.47561101757455,https://optimizehire.com/id=?Candidate-179045,40.0
Assessment-5619,Candidate-179045,2017-08-21,Optimize Hire - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,Cognitive Ability Test,12,Optimize Hire,Success,121.35686525923305,https://optimizehire.com/id=?Candidate-179045,60.0
Assessment-5620,Candidate-179045,2017-08-21,Select International - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,PPQ,36,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-179045,20.0
Assessment-5621,Candidate-179045,2017-08-21,Select International - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,PPQ,72,Select International,Success,77.51779807321796,https://bluesphere.cultureamp.com/?Candidate-179045,20.0
Assessment-5622,Candidate-179045,2017-08-21,Select International - Andrew Slack - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,Strengths Inventory,24,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-179045,20.0
Assessment-5623,Candidate-179040,2017-08-21,Select International - Addison Lancaster - Finance:Hire Accountant - A/R - North America : Requisition-1143,PPQ,12,Select International,Success,94.58705576184117,https://bluesphere.Select International.com/behaviour/id?Candidate-179040,20.0
Assessment-5624,Candidate-179038,2017-08-21,Select International - Selena Caballero - IT:Hire IT Project Analyst - North America : Requisition-1150,PPQ,12,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-179038,20.0
Assessment-5625,Candidate-179027,2017-08-21,Select International - Gretchen Bradshaw - IT:Hire Enterprise Applications Specialist - North America : Requisition-1159,PPQ,12,Select International,Success,78.71679576914383,https://www.selectinternational.com/id?Candidate-179027,20.0
Assessment-5626,Candidate-49130,2017-08-21,CEG - Blanca Jacobs - Operations:Hire Assistant Plant Manager - APAC : Requisition-1160,Project Manager Assessment,24,CEG,Success,80.21433129806488,https://www.corpedgroup.com/id=?Candidate-49130,100.0
Assessment-5627,Candidate-49130,2017-08-21,Select International - Blanca Jacobs - Operations:Hire Assistant Plant Manager - APAC : Requisition-1160,PPQ,24,Select International,Success,88.44751966617689,https://use.plum.io/assessments?Candidate-49130,20.0
Assessment-5628,Candidate-49130,2017-08-21,Select International - Blanca Jacobs - Operations:Hire Assistant Plant Manager - APAC : Requisition-1160,Strengths Inventory,36,Select International,Success,66.03359560027005,https://www.selectinternational.com/id?Candidate-49130,20.0
Assessment-5629,Candidate-179021,2017-08-21,CEG - Lorraine Brewer - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Project Manager Assessment,24,CEG,Success,117.93229170636295,https://www.corpedgroup.com/id=?Candidate-179021,100.0
Assessment-5630,Candidate-179021,2017-08-21,Select International - Lorraine Brewer - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,PPQ,24,Select International,Success,109.08625163000791,https://use.plum.io/assessments?Candidate-179021,20.0
Assessment-5631,Candidate-179021,2017-08-21,Select International - Lorraine Brewer - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Strengths Inventory,36,Select International,Success,67.95944355807934,https://www.selectinternational.com/id?Candidate-179021,20.0
Assessment-5632,Candidate-179011,2017-08-21,Select International - Kayla Carpenter - Finance:Hire Senior Accountant - North America : Requisition-1172,PPQ,12,Select International,Success,67.1498364311463,https://bluesphere.Select International.com/behaviour/id?Candidate-179011,20.0
Assessment-5633,Candidate-179009,2017-08-21,Select International - Cassandra Mullis - IT:Hire IT Project Analyst - North America : Requisition-1173,PPQ,12,Select International,Success,85.40012324488495,https://www.selectinternational.com/id?Candidate-179009,20.0
Assessment-5634,Candidate-178994,2017-08-21,Select International - Selena Hayes - Marketing:Hire Marketing Specialist - North America : Requisition-1190,PPQ,36,Select International,Success,87.46376666915502,https://www.selectinternational.com/id?Candidate-178994,20.0
Assessment-5635,Candidate-178994,2017-08-21,Select Intenational - Selena Hayes - Marketing:Hire Marketing Specialist - North America : Requisition-1190,Strengths Inventory,48,Select Intenational,Success,98.23056906537724,https://www.selectinternational.com/id?Candidate-178994,20.0
Assessment-5636,Candidate-178992,2017-08-21,Select International - Claude Roth - Marketing:Hire Marketing Specialist - North America : Requisition-1190,PPQ,36,Select International,Success,96.94114752978064,https://www.selectinternational.com/id?Candidate-178992,20.0
Assessment-5637,Candidate-178992,2017-08-21,Select Intenational - Claude Roth - Marketing:Hire Marketing Specialist - North America : Requisition-1190,Strengths Inventory,48,Select Intenational,Success,100.56254439324815,https://www.selectinternational.com/id?Candidate-178992,20.0
Assessment-5638,Candidate-178971,2017-08-21,CEG - Jonathan Estes - Operations:Hire Plant Supervisor - APAC : Requisition-1216,Project Manager Assessment,24,CEG,Success,121.43995202407183,https://www.corpedgroup.com/id=?Candidate-178971,100.0
Assessment-5639,Candidate-178971,2017-08-21,Select International - Jonathan Estes - Operations:Hire Plant Supervisor - APAC : Requisition-1216,PPQ,24,Select International,Success,69.58639676392687,https://use.plum.io/assessments?Candidate-178971,20.0
Assessment-5640,Candidate-178971,2017-08-21,Select International - Jonathan Estes - Operations:Hire Plant Supervisor - APAC : Requisition-1216,Strengths Inventory,36,Select International,Success,70.09980334150292,https://www.selectinternational.com/id?Candidate-178971,20.0
Assessment-5641,Candidate-178970,2017-08-21,Select International - Eustace Solomon - Sales:Hire Sales Coordinator - North America : Requisition-1217,PPQ,84,Select International,Success,129.39407627173074,https://bluesphere.Select International.com/behaviour/id?Candidate-178970,20.0
Assessment-5642,Candidate-178970,2017-08-21,Select International - Eustace Solomon - Sales:Hire Sales Coordinator - North America : Requisition-1217,Strengths Inventory,72,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-178970,20.0
Assessment-5643,Candidate-178960,2017-08-21,Select International - Joe West - Finance:Campus Finance Coordinator - A/R - North America : Requisition-3,PPQ,12,Select International,Success,95.60266464838578,https://bluesphere.Select International.com/behaviour/id?Candidate-178960,20.0
Assessment-5644,Candidate-178946,2017-08-21,CEG - Yu Villarreal - Operations:Campus Plant Operator - APAC : Requisition-17,Project Manager Assessment,24,CEG,Success,70.50315808693618,https://www.corpedgroup.com/id=?Candidate-178946,100.0
Assessment-5645,Candidate-178946,2017-08-21,Select International - Yu Villarreal - Operations:Campus Plant Operator - APAC : Requisition-17,PPQ,24,Select International,Success,60.0,https://use.plum.io/assessments?Candidate-178946,20.0
Assessment-5646,Candidate-178946,2017-08-21,Select International - Yu Villarreal - Operations:Campus Plant Operator - APAC : Requisition-17,Strengths Inventory,36,Select International,Success,92.2938777351648,https://www.selectinternational.com/id?Candidate-178946,20.0
Assessment-5647,Candidate-178938,2017-08-21,Select International - Jocelyn Clark - Sales:Hire Sales Operations Specialist - North America : Requisition-915,PPQ,84,Select International,Success,98.25707049961542,https://bluesphere.Select International.com/behaviour/id?Candidate-178938,20.0
Assessment-5648,Candidate-178938,2017-08-21,Select International - Jocelyn Clark - Sales:Hire Sales Operations Specialist - North America : Requisition-915,Strengths Inventory,72,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-178938,20.0
Assessment-5649,Candidate-178933,2017-08-21,Select International - Rio Drake - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Fail,25.915603822162637,https://bluesphere.Select International.com/behaviour/id?Candidate-178933,20.0
Assessment-5650,Candidate-178932,2017-08-21,Select International - Bartholomew Terrell - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Success,60.72213812518058,https://bluesphere.Select International.com/behaviour/id?Candidate-178932,20.0
