ApplicantID,CandidateID,RequisitionID,EventDate,applicantStatus,Caption,Apply_Date,Current_Status,HiredAsID,Application_Source,applicantStage,Applicant_Sub_Stage,Stage_Category,Expected_Start_Date,Diverse_Flag,Relocation
Applicant-218369,Candidate-177165,Requisition-1136,2017-08-28,Active,Lester Daugherty - Finance:Hire Senior Accountant - North America : Requisition-1136,2017-07-18,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218369,Candidate-177165,Requisition-1136,2017-08-29,Active,Lester Daugherty - Finance:Hire Senior Accountant - North America : Requisition-1136,2017-07-18,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218370,Candidate-110913,Requisition-1136,2017-08-29,Active,Abiah Simpson - Finance:Hire Senior Accountant - North America : Requisition-1136,2017-07-18,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218371,Candidate-177166,Requisition-1135,2017-08-28,Active,Riley Blake - Operations:Hire Maintenance Engineer - North America : Requisition-1135,2017-07-18,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218372,Candidate-177167,Requisition-1135,2017-08-30,Active,Romina Hayes - Operations:Hire Maintenance Engineer - North America : Requisition-1135,2017-07-18,True,,Job Posting,Interviews started,Initial interview complete,Business,,True,False
Applicant-218373,Candidate-177168,Requisition-1133,2017-08-28,Active,Mikaela James - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-07-18,True,,CSR,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218378,Candidate-6482,Requisition-1128,2017-08-28,Rejected,Cynthia Montes - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-18,False,,Internal,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218380,Candidate-177174,Requisition-1125,2017-08-29,Position Filled,Jody Shelton - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-07-18,False,,CSR,Interviews started,Initial interview complete,Business,,False,False
Applicant-218381,Candidate-177175,Requisition-1125,2017-08-29,Position Filled,Rei Singh - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-07-18,False,,Hire Quick,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218383,Candidate-177176,Requisition-1125,2017-08-28,Active,Justice Bradford - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-07-18,True,,Hire Quick,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218383,Candidate-177176,Requisition-1125,2017-08-29,Position Filled,Justice Bradford - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-07-18,False,,Hire Quick,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218388,Candidate-87053,Requisition-1119,2017-08-28,Active,Daiki Clark - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-07-18,True,,Website,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218389,Candidate-177181,Requisition-1119,2017-08-29,Active,Dexter Mooney - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-07-18,True,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218392,Candidate-177184,Requisition-1116,2017-08-28,Active,Mateo Jeffery - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-18,True,,Marks Recruiting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218394,Candidate-60168,Requisition-1116,2017-08-28,Active,Carlton Wade - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-18,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218396,Candidate-177187,Requisition-1116,2017-08-28,Active,Teri Ramsey - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-18,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218396,Candidate-177187,Requisition-1116,2017-08-31,Active,Teri Ramsey - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-18,True,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218405,Candidate-177195,Requisition-1107,2017-08-30,Position Filled,Mayu Gross - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-18,False,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218406,Candidate-20181,Requisition-1107,2017-08-28,Active,Raina Hatcher - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-18,True,,Plant Power,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218406,Candidate-20181,Requisition-1107,2017-08-29,Active,Raina Hatcher - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-18,True,,Plant Power,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218406,Candidate-20181,Requisition-1107,2017-08-30,Position Filled,Raina Hatcher - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-18,False,,Plant Power,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218407,Candidate-177196,Requisition-1107,2017-08-30,Position Filled,Ashton Dudley - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-18,False,,Plant Power,Interviews started,Initial interview complete,Business,,False,False
Applicant-218413,Candidate-177201,Requisition-1103,2017-08-29,Position Filled,Taishi Mckinney - IT:Hire Information Security Specialist - North America : Requisition-1103,2017-07-18,False,,Monster.com,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218415,Candidate-177203,Requisition-1101,2017-08-28,Active,Hector Valdez - IT:Hire Information Security Specialist - North America : Requisition-1101,2017-07-18,True,,LinkedIn.com,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218447,Candidate-177231,Requisition-1058,2017-08-30,Active,Mayumi Church - Operations:Hire Plant Supervisor - APAC : Requisition-1058,2017-07-18,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218447,Candidate-177231,Requisition-1058,2017-08-31,Active,Mayumi Church - Operations:Hire Plant Supervisor - APAC : Requisition-1058,2017-07-18,True,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218452,Candidate-177235,Requisition-1023,2017-08-31,Abandoned,Aaran Steffen - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-07-18,False,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218455,Candidate-177238,Requisition-1003,2017-08-28,Active,Dolores House - Finance:Hire Senior Accountant - APAC : Requisition-1003,2017-07-18,True,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218462,Candidate-177245,Requisition-992,2017-08-28,Active,Zane Gonzalez - Finance:Hire Accountant - A/R - North America : Requisition-992,2017-07-18,True,,Monster.com,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218462,Candidate-177245,Requisition-992,2017-08-31,Rejected,Zane Gonzalez - Finance:Hire Accountant - A/R - North America : Requisition-992,2017-07-18,False,,Monster.com,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218474,Candidate-177257,Requisition-10,2017-08-31,Active,Phelan Vasquez - IT:Campus Manufacturing Applications Specialist - North America : Requisition-10,2017-07-18,True,,,Indepth Graduate Assessment,Interview scheduled,Business,,False,False
Applicant-218476,Candidate-177259,Requisition-7,2017-08-30,Active,Carl Walton - Finance:Campus Finance Coordinator - EMEA : Requisition-7,2017-07-18,True,,,Selected Campus,Ready for offer,Business,,,False
Applicant-218480,Candidate-177263,Requisition-2,2017-08-31,Rejected - Campus,Carmen Ibarra - Customer Support:Campus Customer Support Representative - South America : Requisition-2,2017-07-18,False,,,Reviewed graduate,Screening interview complete,Recruiting,,True,False
Applicant-218482,Candidate-177265,Requisition-1,2017-08-28,Active,Jocelyn Tarin - Customer Support:Campus Customer Support Coordinator - North America : Requisition-1,2017-07-18,True,,,Indepth Graduate Assessment,Interview scheduled,Business,,,False
Applicant-218482,Candidate-177265,Requisition-1,2017-08-31,Active,Jocelyn Tarin - Customer Support:Campus Customer Support Coordinator - North America : Requisition-1,2017-07-18,True,,,Indepth Graduate Assessment,Interview complete,Business,,,False
Applicant-218487,Candidate-177270,Requisition-1203,2017-08-28,Active,Marian Moffitt - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1203,2017-07-19,True,,Internal,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218488,Candidate-177271,Requisition-1202,2017-08-28,Rejected,Elaine Krueger - IT:Hire IT Project Analyst - North America : Requisition-1202,2017-07-19,False,,,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218489,Candidate-177272,Requisition-1202,2017-08-28,Rejected,Ashley Sizemore - IT:Hire IT Project Analyst - North America : Requisition-1202,2017-07-19,False,,,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218497,Candidate-177279,Requisition-1192,2017-08-29,Active,Moises Bradshaw - Marketing:Hire Marketing Specialist - North America : Requisition-1192,2017-07-19,True,,Internal,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218501,Candidate-7223,Requisition-1189,2017-08-31,Active,Alex Cruz - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-19,True,,Internal,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218502,Candidate-177283,Requisition-1189,2017-08-28,Active,Kermit Newcomb - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-19,True,,Hire Quick,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218503,Candidate-177284,Requisition-1189,2017-08-29,Active,Kaleigh Ahern - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-19,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218510,Candidate-61958,Requisition-1181,2017-08-31,Active,Ernie Wolfe - Marketing:Hire Marketing Specialist - North America : Requisition-1181,2017-07-19,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218511,Candidate-177290,Requisition-1181,2017-08-28,Active,Chester Irving - Marketing:Hire Marketing Specialist - North America : Requisition-1181,2017-07-19,True,,Internal,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218512,Candidate-177291,Requisition-1178,2017-08-31,Active,Jorge Nagel - IT:Hire IT Infrastructure Specialist - North America : Requisition-1178,2017-07-19,True,,Manpower,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218515,Candidate-177294,Requisition-1176,2017-08-28,Active,Zackary Young - IT:Hire IT Project Analyst - North America : Requisition-1176,2017-07-19,True,,Internal,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218516,Candidate-177295,Requisition-1175,2017-08-28,Active,Halo Luna - IT:Hire Information Security Specialist - North America : Requisition-1175,2017-07-19,True,,Website,Interviews started,Initial interview complete,Business,,False,False
Applicant-218523,Candidate-177301,Requisition-1169,2017-08-28,Active,Bella Collier - Sales:Hire Sales Operations Specialist - North America : Requisition-1169,2017-07-19,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218524,Candidate-15662,Requisition-1167,2017-08-28,Active,Alejandro Winters - IT:Hire Information Security Specialist - North America : Requisition-1167,2017-07-19,True,,Ladders.com,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218524,Candidate-15662,Requisition-1167,2017-08-31,Rejected,Alejandro Winters - IT:Hire Information Security Specialist - North America : Requisition-1167,2017-07-19,False,,Ladders.com,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218525,Candidate-177302,Requisition-1166,2017-08-30,Active,Zoe Solomon - IT:Hire Information Security Specialist - North America : Requisition-1166,2017-07-19,True,,Internal,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218528,Candidate-177305,Requisition-1165,2017-08-29,Active,Abhinav Grisham - Operations:Hire Assistant Plant Manager - North America : Requisition-1165,2017-07-19,True,,Internal,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218530,Candidate-86878,Requisition-1164,2017-08-28,Active,Darren Gilmore - Finance:Hire Financial Analyst - North America : Requisition-1164,2017-07-19,True,,Internal,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218534,Candidate-177309,Requisition-1158,2017-08-28,Active,Johnathon Kane - Customer Support:Hire Customer Support Regional Director : Requisition-1158,2017-07-19,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218540,Candidate-177313,Requisition-1149,2017-08-28,Active,Samarth Weber - Finance:Hire Accountant - A/R - EMEA : Requisition-1149,2017-07-19,True,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218543,Candidate-177315,Requisition-1148,2017-08-28,Active,Rome Mccann - Marketing:Hire Marketing Specialist - North America : Requisition-1148,2017-07-19,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218543,Candidate-177315,Requisition-1148,2017-08-31,Active,Rome Mccann - Marketing:Hire Marketing Specialist - North America : Requisition-1148,2017-07-19,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218545,Candidate-177317,Requisition-1147,2017-08-29,Active,Rachael Gates - IT:Hire IT Project Analyst - North America : Requisition-1147,2017-07-19,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218550,Candidate-92830,Requisition-1143,2017-08-29,Active,Palantina Simon - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-07-19,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218554,Candidate-177324,Requisition-1139,2017-08-28,Active,Mason Wood - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,2017-07-19,True,,,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218555,Candidate-177325,Requisition-1137,2017-08-28,Active,Darnell Santiago - Marketing:Hire Marketing Manager - APAC : Requisition-1137,2017-07-19,True,,Internal,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218555,Candidate-177325,Requisition-1137,2017-08-31,Active,Darnell Santiago - Marketing:Hire Marketing Manager - APAC : Requisition-1137,2017-07-19,True,,Internal,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218558,Candidate-177327,Requisition-1132,2017-08-28,Active,Kris Butler - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-07-19,True,,Website,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218563,Candidate-177332,Requisition-1128,2017-08-28,Abandoned,North Branham - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-19,False,,Internal,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218564,Candidate-108014,Requisition-1128,2017-08-28,Active,Damiane Powell - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-19,True,,Internal,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218564,Candidate-108014,Requisition-1128,2017-08-31,Active,Damiane Powell - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-19,True,,Internal,Interviews started,Initial interview complete,Business,,True,False
Applicant-218565,Candidate-177333,Requisition-1126,2017-08-30,Active,Sonny Byrd - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-07-19,True,,Internal,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218567,Candidate-177335,Requisition-1125,2017-08-28,Rejected,Obadiah Gillespie - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-07-19,False,,CSR,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218570,Candidate-177338,Requisition-1124,2017-08-28,Active,Faustina Delacruz - IT:Hire Information Security Specialist - North America : Requisition-1124,2017-07-19,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218571,Candidate-177339,Requisition-1123,2017-08-28,Active,Alan Mccoy - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,2017-07-19,True,,CSR,Interviews started,Initial interview complete,Business,,True,False
Applicant-218576,Candidate-43897,Requisition-1119,2017-08-29,Active,Horatia Beaulieu - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-07-19,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218597,Candidate-177356,Requisition-1101,2017-08-28,Active,Veronica Banks - IT:Hire Information Security Specialist - North America : Requisition-1101,2017-07-19,True,,Monster.com,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218598,Candidate-177357,Requisition-1100,2017-08-31,Active,Rachel Tillman - HR:Hire Talent Management Manager - North America : Requisition-1100,2017-07-19,True,,Internal,Interviews started,Initial interview complete,Business,,True,False
Applicant-218643,Candidate-138016,Requisition-1039,2017-08-29,Active,Rodney Graves - Finance:Hire Financial Analyst - North America : Requisition-1039,2017-07-19,True,,Marks Recruiting,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218645,Candidate-177393,Requisition-1008,2017-08-28,Abandoned,Krystal Higgins - Operations:Hire Plant Supervisor - North America : Requisition-1008,2017-07-19,False,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218654,Candidate-7920,Requisition-1003,2017-08-28,Active,Everest Rollins - Finance:Hire Senior Accountant - APAC : Requisition-1003,2017-07-19,True,,Website,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218655,Candidate-177401,Requisition-1003,2017-08-31,Active,Vivian Rodriguez - Finance:Hire Senior Accountant - APAC : Requisition-1003,2017-07-19,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218664,Candidate-177409,Requisition-19,2017-08-31,Rejected - Campus,Federico Sanford - Sales:Campus Sales Executive - North America : Requisition-19,2017-07-19,False,,,Reviewed graduate,Screening interview complete,Recruiting,,False,False
Applicant-218680,Candidate-177425,Requisition-8,2017-08-29,Rejected - Campus,Alya Gillette - HR:Campus HR Services Coordinator - North America : Requisition-8,2017-07-19,False,,,Indepth Graduate Assessment,Interview complete,Business,,False,False
Applicant-218683,Candidate-177428,Requisition-7,2017-08-28,Active,Katlyn Romero - Finance:Campus Finance Coordinator - EMEA : Requisition-7,2017-07-19,True,,,Reviewed graduate,Screening interview complete,Recruiting,,True,False
Applicant-218689,Candidate-177434,Requisition-3,2017-08-28,Active,Orchid Hodge - Finance:Campus Finance Coordinator - A/R - North America : Requisition-3,2017-07-19,True,,,Indepth Graduate Assessment,Interview scheduled,Business,,True,False
Applicant-218689,Candidate-177434,Requisition-3,2017-08-31,Active,Orchid Hodge - Finance:Campus Finance Coordinator - A/R - North America : Requisition-3,2017-07-19,True,,,Indepth Graduate Assessment,Interview complete,Business,,True,False
Applicant-218692,Candidate-177437,Requisition-1203,2017-08-29,Active,Susie Lin - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1203,2017-07-20,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218693,Candidate-177438,Requisition-1202,2017-08-28,Rejected,Kermit Newcomb - IT:Hire IT Project Analyst - North America : Requisition-1202,2017-07-20,False,,,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218699,Candidate-177443,Requisition-1191,2017-08-28,Active,Kermit Newcomb - IT:Hire Enterprise Applications Specialist - North America : Requisition-1191,2017-07-20,True,,Hire Quick,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218700,Candidate-177444,Requisition-1189,2017-08-28,Active,Zariah Mason - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-20,True,,Hire Quick,Interviews started,schedule for further interview,Business,,True,False
Applicant-218701,Candidate-134716,Requisition-1189,2017-08-29,Active,Annia Newman - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-20,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218707,Candidate-177449,Requisition-1184,2017-08-30,Active,Paola Webb - Operations:Hire Plant Supervisor - North America : Requisition-1184,2017-07-20,True,,CSR,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218716,Candidate-149859,Requisition-1167,2017-08-29,Active,Roxanna Dupree - IT:Hire Information Security Specialist - North America : Requisition-1167,2017-07-20,True,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218718,Candidate-177459,Requisition-1165,2017-08-29,Rejected,Nayomi Davila - Operations:Hire Assistant Plant Manager - North America : Requisition-1165,2017-07-20,False,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218721,Candidate-177461,Requisition-1164,2017-08-28,Active,Sonia Davenport - Finance:Hire Financial Analyst - North America : Requisition-1164,2017-07-20,True,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218722,Candidate-177462,Requisition-1163,2017-08-28,Rejected,Simeon Laplante - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,2017-07-20,False,,CSR,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218723,Candidate-177463,Requisition-1163,2017-08-28,Rejected,Iker Mayo - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,2017-07-20,False,,CSR,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218724,Candidate-177464,Requisition-1162,2017-08-28,Active,Jamal Gibson - IT:Hire IT Infrastructure Specialist - North America : Requisition-1162,2017-07-20,True,,Manpower,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218730,Candidate-177468,Requisition-1156,2017-08-30,Active,Alessandra Ross - HR:Hire Talent Management Specialist - North America : Requisition-1156,2017-07-20,True,,Smith Recruiters,Interviews started,schedule for further interview,Business,,True,False
Applicant-218731,Candidate-177469,Requisition-1156,2017-08-29,Active,Terence Trevino - HR:Hire Talent Management Specialist - North America : Requisition-1156,2017-07-20,True,,Smith Recruiters,Screened,Phone screen complete,Recruiting,,,False
Applicant-218731,Candidate-177469,Requisition-1156,2017-08-30,Abandoned,Terence Trevino - HR:Hire Talent Management Specialist - North America : Requisition-1156,2017-07-20,False,,Smith Recruiters,Screened,Phone screen complete,Recruiting,,,False
Applicant-218735,Candidate-177472,Requisition-1154,2017-08-31,Rejected,Crispin Gordillo - HR:Hire Talent Management Manager - North America : Requisition-1154,2017-07-20,False,,Job Posting,Screened,Phone screen complete,Recruiting,,,False
Applicant-218738,Candidate-130873,Requisition-1151,2017-08-28,Active,Jody Shelton - Finance:Hire Senior Accountant - South America : Requisition-1151,2017-07-20,True,,Website,Interviews started,schedule for further interview,Business,,False,False
Applicant-218748,Candidate-177481,Requisition-1143,2017-08-28,Active,Alan Brunson - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-07-20,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218748,Candidate-177481,Requisition-1143,2017-08-30,Active,Alan Brunson - Finance:Hire Accountant - A/R - North America : Requisition-1143,2017-07-20,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218750,Candidate-177482,Requisition-1141,2017-08-28,Rejected,North Ibarra - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-07-20,False,,Job Posting,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218754,Candidate-177486,Requisition-1134,2017-08-28,Active,Sabrina Jones - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-07-20,True,,Hire Quick,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218762,Candidate-177494,Requisition-1129,2017-08-29,Active,Samira Grimes - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-07-20,True,,Ladders.com,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218762,Candidate-177494,Requisition-1129,2017-08-30,Position Filled,Samira Grimes - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-07-20,False,,Ladders.com,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218764,Candidate-177496,Requisition-1129,2017-08-30,Position Filled,Ronny Sanford - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-07-20,False,,Ladders.com,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218767,Candidate-20276,Requisition-1126,2017-08-28,Active,Leo Levine - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-07-20,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218767,Candidate-20276,Requisition-1126,2017-08-30,Rejected,Leo Levine - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-07-20,False,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218768,Candidate-101419,Requisition-1126,2017-08-28,Active,Madison Hirano - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-07-20,True,,Internal,Screened,Phone screen complete,Recruiting,,,False
Applicant-218769,Candidate-177498,Requisition-1126,2017-08-31,Active,Martina Worrell - Finance:Hire Accountant - A/R - North America : Requisition-1126,2017-07-20,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218782,Candidate-177510,Requisition-1112,2017-08-29,Active,Bianca Freeman - Marketing:Hire Marketing Specialist - North America : Requisition-1112,2017-07-20,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218788,Candidate-10605,Requisition-1107,2017-08-30,Position Filled,Athan Mccarty - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-20,False,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218793,Candidate-177519,Requisition-1104,2017-08-28,Active,Isaac Wiggins - Finance:Hire Financial Analyst - North America : Requisition-1104,2017-07-20,True,,Internal,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218797,Candidate-177521,Requisition-1101,2017-08-28,Rejected,Hazel Warner - IT:Hire Information Security Specialist - North America : Requisition-1101,2017-07-20,False,,Job Posting,Screened,Assessment review complete,Recruiting,,False,False
Applicant-218798,Candidate-177522,Requisition-1100,2017-08-28,Active,Anthony Valdez - HR:Hire Talent Management Manager - North America : Requisition-1100,2017-07-20,True,,Website,Screened,Phone screen complete,Recruiting,,,False
Applicant-218812,Candidate-15456,Requisition-1084,2017-08-28,Active,Santino Kolb - Operations:Hire Software Developer - EMEA : Requisition-1084,2017-07-20,True,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218835,Candidate-177551,Requisition-1023,2017-08-28,Active,Josephine Galindo - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-07-20,True,,Website,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218835,Candidate-177551,Requisition-1023,2017-08-29,Active,Josephine Galindo - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-07-20,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218846,Candidate-177560,Requisition-19,2017-08-29,Rejected - Campus,Emily Knight - Sales:Campus Sales Executive - North America : Requisition-19,2017-07-20,False,,,Reviewed graduate,Screening interview complete,Recruiting,,True,False
Applicant-218860,Candidate-177574,Requisition-1,2017-08-28,Rejected - Campus,Alfred Lyons - Customer Support:Campus Customer Support Coordinator - North America : Requisition-1,2017-07-20,False,,,Reviewed graduate,Screening interview complete,Recruiting,,False,False
Applicant-218863,Candidate-106412,Requisition-1203,2017-08-30,Active,Alaric Adair - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1203,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218865,Candidate-129344,Requisition-1202,2017-08-28,Rejected,Jace Navarro - IT:Hire IT Project Analyst - North America : Requisition-1202,2017-07-21,False,,,Screened,Assessment review complete,Recruiting,,False,False
Applicant-218866,Candidate-177578,Requisition-1202,2017-08-28,Rejected,Bart Forman - IT:Hire IT Project Analyst - North America : Requisition-1202,2017-07-21,False,,,Screened,Assessment review complete,Recruiting,,False,False
Applicant-218876,Candidate-177587,Requisition-1190,2017-08-28,Active,Ronnie Forbes - Marketing:Hire Marketing Specialist - North America : Requisition-1190,2017-07-21,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218899,Candidate-149506,Requisition-1173,2017-08-28,Active,Shyanne Hodges - IT:Hire IT Project Analyst - North America : Requisition-1173,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218900,Candidate-177607,Requisition-1173,2017-08-29,Active,Laurie Springer - IT:Hire IT Project Analyst - North America : Requisition-1173,2017-07-21,True,,Hire Quick,Qualified,Schedule for initial interview,Recruiting,,True,False
